,institution,uoa,case_count,4*,3*,2*,1*,staff,intensity
763,teesside university,general engineering,1,0,90,10,0,13.0,22.307692307692307
764,trinity laban conservatoire of music and dance,"music, drama, dance and performing arts",2,20,80,0,0,11.6,27.586206896551726
765,ucl,biological sciences,2,,,,,,
766,ucl,education,2,,,,,,
767,ucl,"communication, cultural and media studies, library and information management",1,,,,,,
768,udur university of durham,mathematical sciences,6,,,,,,
769,uel,social work and social policy,1,,,,,,
770,uhi,modern languages and linguistics,1,,,,,,
771,ulip,modern languages and linguistics,2,,,,,,
772,ulster,"sport and exercise sciences, leisure and tourism",2,,,,,,
773,university cambridge,clinical medicine,1,,,,,,
774,university college london,clinical medicine,46,84.3,12.2,3.5,0,449.74,0.8467114332725574
775,university college london,"psychology, psychiatry and neuroscience",30,73.3,24,2.7,0,286.6,1.2930914166085135
776,university college london,"public health, health services and primary care",17,78.8,16.5,4.7,0,159.75,2.341784037558685
777,university college london,"architecture, built environment and planning",15,52,42.7,5.3,0,135.93,2.5505775031266094
778,university college london,"geography, environmental studies and archaeology",12,48.6,28.5,17.2,5.7,60.93,5.25192844247497
779,university college london,"geography, environmental studies and archaeology",12,66,26,8,0,40.4,8.861386138613861
780,university college london,"allied health professions, dentistry, nursing and pharmacy",10,60,40,0,0,34.23,10.5170902716915
781,university college london,"allied health professions, dentistry, nursing and pharmacy",10,66.7,33.3,0,0,46.8,7.835470085470086
782,university college london,physics,8,30,60,10,0,110.53,2.8951415905184112
783,university college london,computer science and informatics,8,80,20,0,0,70.7,5.374823196605375
784,university college london,mathematical sciences,7,11.4,54.3,34.3,0,62.95,4.401906274821286
785,university college london,"art and design: history, practice and theory",6,40,60,0,0,17.0,20.0
786,university college london,"art and design: history, practice and theory",6,26.7,73.3,0,0,19.0,17.19473684210526
787,university college london,modern languages and linguistics,6,56.7,30,13.3,0,48.47,7.084794718382505
788,university college london,law,6,86.7,13.3,0,0,47.04,8.220663265306124
789,university college london,civil and construction engineering,5,8,50,42,0,38.1,6.981627296587926
790,university college london,area studies,5,84,0,16,0,39.36,9.34959349593496
791,university college london,chemistry,5,65.7,22.9,5.7,5.7,62.0,5.62258064516129
792,university college london,biological sciences,5,44,38,14,0,172.9,1.8392134181607864
793,university college london,earth systems and environmental sciences,5,60,32,8,0,34.15,10.307467057101025
794,university college london,"aeronautical, mechanical, chemical and manufacturing engineering",5,36.7,63.3,0,0,54.16,6.216765140324963
795,university college london,economics and econometrics,5,92,8,0,0,36.9,10.623306233062332
796,university college london,history,5,36,56,8,0,42.2,7.772511848341232
797,university college london,general engineering,4,43.3,50,6.7,0,53.7,6.268156424581004
798,university college london,anthropology and development studies,4,40,40,0,20,31.37,9.56327701625757
799,university college london,politics and international studies,4,50,50,0,0,30.0,11.666666666666666
800,university college london,english language and literature,4,60,30,10,0,28.4,12.323943661971832
801,university college london,"electrical and electronic engineering, metallurgy and materials",3,42,58,0,0,38.0,9.0
802,university college london,philosophy,3,80,10,10,0,23.95,15.448851774530272
803,university college london,"communication, cultural and media studies, library and information management",2,40,36.7,23.3,0,17.35,18.253602305475507
804,university college london,theology and religious studies,2,50,30,20,0,7.0,47.142857142857146
805,university college london,business and management studies,2,40,20,40,0,13.0,23.076923076923077
806,university college london,social work and social policy,2,100,0,0,0,12.8,31.25
807,university college london,classics,2,30,70,0,0,13.0,25.384615384615383
808,university college london birkbeck,biological sciences,2,,,,,,
809,university college london birkbeck college,biological sciences,10,,,,,,
810,university for creative arts,"art and design: history, practice and theory",3,,,,,,
811,university of aberdeen,biological sciences,10,40,60,0,0,89.42,3.802281368821293
812,university of aberdeen,clinical medicine,6,83.3,16.7,0,0,54.3,7.058931860036832
813,university of aberdeen,"public health, health services and primary care",6,66.7,20,13.3,0,47.5,7.44
814,university of aberdeen,general engineering,5,24,58,18,0,38.6,7.927461139896373
815,university of aberdeen,earth systems and environmental sciences,4,50,40,10,0,28.4,11.971830985915494
816,university of aberdeen,english language and literature,3,0,100,0,0,21.5,13.953488372093023
817,university of aberdeen,modern languages and linguistics,3,26.7,36.6,10,26.7,22.0,11.968181818181819
818,university of aberdeen,economics and econometrics,3,0,63.3,36.7,0,19.25,13.677922077922075
819,university of aberdeen,theology and religious studies,3,53.3,46.7,0,0,19.0,18.594736842105263
820,university of aberdeen,history,3,73.3,26.7,0,0,24.0,15.554166666666665
821,university of aberdeen,computer science and informatics,3,26.7,46.6,26.7,0,19.0,15.789473684210526
822,university of aberdeen,"psychology, psychiatry and neuroscience",3,0,100,0,0,20.6,14.563106796116504
823,university of aberdeen,"agriculture, veterinary and food science",3,100,0,0,0,20.4,19.607843137254903
824,university of aberdeen,chemistry,3,40,60,0,0,20.2,16.831683168316832
825,university of aberdeen,mathematical sciences,3,0,73.3,26.7,0,23.1,11.831168831168828
826,university of aberdeen,anthropology and development studies,2,10,50,40,0,11.0,24.545454545454547
827,university of aberdeen,"architecture, built environment and planning",2,40,60,0,0,10.4,32.69230769230769
828,university of aberdeen,law,2,0,53.3,46.7,0,23.4,10.824786324786325
829,university of aberdeen,philosophy,2,0,0,40,60,13.25,10.566037735849056
830,university of aberdeen,"geography, environmental studies and archaeology",2,0,70,30,0,13.4,20.149253731343283
831,university of aberdeen,politics and international studies,2,0,10,70,20,11.2,16.964285714285715
832,university of aberdeen,"music, drama, dance and performing arts",2,20,80,0,0,11.36,28.169014084507044
833,university of aberdeen,education,2,20,70,10,0,9.6,32.29166666666667
834,university of aberdeen,sociology,2,0,90,10,0,13.0,22.307692307692307
835,university of aberdeen,business and management studies,2,80,20,0,0,13.3,28.57142857142857
836,university of abertay dundee,"sport and exercise sciences, leisure and tourism",2,0,0,100,0,6.0,33.333333333333336
837,university of abertay dundee,"psychology, psychiatry and neuroscience",2,40,60,0,0,7.79,43.64569961489089
838,university of abertay dundee,earth systems and environmental sciences,2,0,60,40,0,14.45,17.99307958477509
839,university of abertay dundee,sociology,2,0,0,40,60,7.0,20.0
840,university of abertay dundee,law,1,0,10,50,0,3.5,37.142857142857146
841,university of abertay dundee,biological sciences,1,0,10,10,40,13.6,6.61764705882353
842,university of abertay dundee,general engineering,1,0,0,40,60,14.2,9.859154929577466
843,university of arts london,"art and design: history, practice and theory",12,,,,,,
844,university of bath,business and management studies,7,48.6,40,0,11.4,64.9,5.020030816640985
845,university of bath,"aeronautical, mechanical, chemical and manufacturing engineering",7,38.6,61.4,0,0,61.0,5.550819672131148
846,university of bath,"allied health professions, dentistry, nursing and pharmacy",6,73.3,20,6.7,0,54.2,6.7638376383763825
847,university of bath,social work and social policy,5,84,16,0,0,35.55,10.801687763713081
848,university of bath,mathematical sciences,5,42,42,8,8,44.4,7.162162162162162
849,university of bath,chemistry,4,50,50,0,0,33.1,10.574018126888218
850,university of bath,"architecture, built environment and planning",4,90,10,0,0,28.38,13.742071881606766
851,university of bath,area studies,3,40,60,0,0,26.0,13.076923076923077
852,university of bath,physics,3,66.7,33.3,0,0,23.0,15.943478260869565
853,university of bath,biological sciences,3,13.3,86.7,0,0,24.5,12.787755102040817
854,university of bath,computer science and informatics,3,0,100,0,0,24.0,12.5
855,university of bath,"electrical and electronic engineering, metallurgy and materials",3,23.3,76.7,0,0,20.5,15.770731707317074
856,university of bath,"sport and exercise sciences, leisure and tourism",3,73.3,26.7,0,0,22.0,16.968181818181815
857,university of bedfordshire,computer science and informatics,4,0,50,40,10,34.6,6.936416184971098
858,university of bedfordshire,"allied health professions, dentistry, nursing and pharmacy",3,53.3,46.7,0,0,24.9,14.188755020080322
859,university of bedfordshire,earth systems and environmental sciences,2,0,20,70,10,4.8,43.75
860,university of bedfordshire,"communication, cultural and media studies, library and information management",2,0,60,40,0,11.5,22.608695652173914
861,university of bedfordshire,"music, drama, dance and performing arts",2,0,0,60,40,6.8,23.529411764705884
862,university of bedfordshire,law,2,0,0,100,0,5.2,38.46153846153846
863,university of bedfordshire,"sport and exercise sciences, leisure and tourism",2,0,13.3,60,26.7,19.4,9.618556701030927
864,university of bedfordshire,social work and social policy,2,60,40,0,0,14.2,25.35211267605634
865,university of bedfordshire,business and management studies,2,0,10,90,0,14.0,15.0
866,university of bedfordshire,english language and literature,2,100,0,0,0,9.0,44.44444444444444
867,university of bedfordshire,education,1,0,0,60,40,8.4,19.047619047619047
868,university of birmingham,clinical medicine,17,54.1,36.5,9.4,0,164.15,2.0999086201644834
869,university of birmingham,history,5,58,42,0,0,37.2,9.623655913978494
870,university of birmingham,english language and literature,5,26,74,0,0,37.2,8.763440860215054
871,university of birmingham,politics and international studies,5,40,40,13.3,6.7,47.07,6.656044189504993
872,university of birmingham,business and management studies,5,30,50,20,0,53.1,5.83804143126177
873,university of birmingham,biological sciences,5,10,66,24,0,42.8,6.682242990654206
874,university of birmingham,mathematical sciences,5,10,42,32,0,40.0,5.75
875,university of birmingham,"psychology, psychiatry and neuroscience",5,68,32,0,0,40.8,9.019607843137255
876,university of birmingham,"public health, health services and primary care",5,58,42,0,0,44.7,8.008948545861298
877,university of birmingham,physics,4,24,26,42,8,39.0,6.82051282051282
878,university of birmingham,"aeronautical, mechanical, chemical and manufacturing engineering",4,10,76.7,13.3,0,21.0,14.12857142857143
879,university of birmingham,"aeronautical, mechanical, chemical and manufacturing engineering",4,70,30,0,0,32.5,11.384615384615385
880,university of birmingham,"sport and exercise sciences, leisure and tourism",4,60,40,0,0,34.4,10.465116279069768
881,university of birmingham,"geography, environmental studies and archaeology",4,50,50,0,0,25.0,14.0
882,university of birmingham,modern languages and linguistics,4,0,80,20,0,33.1,8.459214501510573
883,university of birmingham,earth systems and environmental sciences,4,10,90,0,0,28.2,10.99290780141844
884,university of birmingham,"music, drama, dance and performing arts",4,10,70,20,0,10.2,28.43137254901961
885,university of birmingham,"music, drama, dance and performing arts",4,40,20,20,20,6.0,46.666666666666664
886,university of birmingham,"electrical and electronic engineering, metallurgy and materials",4,30,70,0,0,26.2,12.595419847328245
887,university of birmingham,"electrical and electronic engineering, metallurgy and materials",4,50,30,10,10,29.1,10.996563573883162
888,university of birmingham,social work and social policy,4,20,70,10,0,34.5,8.985507246376812
889,university of birmingham,civil and construction engineering,3,13.3,50,36.7,0,18.1,15.281767955801104
890,university of birmingham,"allied health professions, dentistry, nursing and pharmacy",3,60,40,0,0,15.9,22.641509433962263
891,university of birmingham,classics,3,46.7,53.3,0,0,20.0,17.335
892,university of birmingham,chemistry,3,0,80,20,0,28.0,10.0
893,university of birmingham,law,3,20,40,30,10,31.79,8.49323686693929
894,university of birmingham,theology and religious studies,2,60,40,0,0,9.0,40.0
895,university of birmingham,"art and design: history, practice and theory",2,40,60,0,0,6.2,54.83870967741935
896,university of birmingham,computer science and informatics,2,52,48,0,0,40.6,8.669950738916256
897,university of birmingham,education,2,36.7,50,13.3,0,23.7,13.645569620253166
898,university of birmingham,economics and econometrics,2,26.7,46.6,26.7,0,24.2,12.396694214876034
899,university of birmingham,philosophy,2,80,20,0,0,14.0,27.142857142857142
900,university of birmingham,area studies,2,50,50,0,0,7.6,46.05263157894737
901,university of bolton,general engineering,2,0,40,60,0,14.0,17.142857142857142
902,university of bolton,"communication, cultural and media studies, library and information management",2,0,0,30,30,7.8,11.538461538461538
903,university of bolton,education,2,0,40,60,0,7.4,32.43243243243243
904,university of bolton,"psychology, psychiatry and neuroscience",2,0,40,60,0,5.3,45.28301886792453
905,university of bolton,social work and social policy,2,0,0,0,60,4.1,14.634146341463415
906,university of bolton,"architecture, built environment and planning",2,0,0,10,10,4.2,7.142857142857142
907,university of bolton,english language and literature,2,60,40,0,0,6.3,57.142857142857146
908,university of bradford,"allied health professions, dentistry, nursing and pharmacy",5,32,68,0,0,44.0,7.545454545454546
909,university of bradford,business and management studies,3,46.7,40,13.3,0,19.2,17.364583333333336
910,university of bradford,"aeronautical, mechanical, chemical and manufacturing engineering",3,0,63.3,36.7,0,16.8,15.672619047619044
911,university of bradford,"geography, environmental studies and archaeology",2,60,40,0,0,12.8,28.125
912,university of bradford,politics and international studies,2,60,40,0,0,13.4,26.865671641791042
913,university of bradford,civil and construction engineering,2,20,30,10,0,7.2,26.38888888888889
914,university of bradford,social work and social policy,2,40,40,20,0,10.33,30.977734753146176
915,university of brighton,"art and design: history, practice and theory",7,54.3,45.7,0,0,63.9,5.544600938967136
916,university of brighton,"allied health professions, dentistry, nursing and pharmacy",4,80,20,0,0,22.5,16.88888888888889
917,university of brighton,social work and social policy,4,40,40,10,10,27.1,11.43911439114391
918,university of brighton,"sport and exercise sciences, leisure and tourism",3,26.7,73.3,0,0,21.41,15.259224661373189
919,university of brighton,earth systems and environmental sciences,2,20,60,20,0,14.25,21.05263157894737
920,university of brighton,"communication, cultural and media studies, library and information management",2,60,30,10,0,14.7,23.80952380952381
921,university of brighton,education,2,0,50,50,0,7.3,34.24657534246575
922,university of brighton,computer science and informatics,2,20,80,0,0,14.0,22.857142857142858
923,university of brighton,business and management studies,2,73.3,26.7,0,0,15.8,23.62658227848101
924,university of bristol,clinical medicine,9,100,0,0,0,84.45,4.736530491415039
925,university of bristol,"public health, health services and primary care",8,100,0,0,0,74.6,5.361930294906166
926,university of bristol,"psychology, psychiatry and neuroscience",8,80,20,0,0,68.81,5.522453131812236
927,university of bristol,general engineering,7,72.3,21.5,6.2,0,123.38,2.9672556330037283
928,university of bristol,"geography, environmental studies and archaeology",7,56.7,36.6,6.7,0,46.45,7.534983853606027
929,university of bristol,"geography, environmental studies and archaeology",7,0,10,50,40,9.3,18.279569892473116
930,university of bristol,biological sciences,7,22.9,67.1,10,0,64.6,4.843653250773994
931,university of bristol,mathematical sciences,7,68.9,26.7,4.4,0,83.5,4.365269461077845
932,university of bristol,physics,5,26,58,16,0,44.15,7.021517553793885
933,university of bristol,law,5,68,32,0,0,39.0,9.435897435897436
934,university of bristol,social work and social policy,5,40,60,0,0,35.9,9.470752089136491
935,university of bristol,earth systems and environmental sciences,5,32,68,0,0,44.28,7.497741644083107
936,university of bristol,chemistry,5,54.3,34.3,11.4,0,58.6,5.851535836177474
937,university of bristol,modern languages and linguistics,4,20,30,20,30,31.1,7.717041800643086
938,university of bristol,"music, drama, dance and performing arts",4,60,40,0,0,12.5,28.8
939,university of bristol,"music, drama, dance and performing arts",4,30,30,40,0,9.0,32.22222222222222
940,university of bristol,politics and international studies,4,10,90,0,0,25.8,12.015503875968992
941,university of bristol,"agriculture, veterinary and food science",4,80,20,0,0,34.03,11.166617690273288
942,university of bristol,english language and literature,3,0,76.7,23.3,0,21.0,13.17619047619048
943,university of bristol,classics,3,13.3,63.4,23.3,0,15.0,19.333333333333332
944,university of bristol,business and management studies,3,70,30,0,0,27.5,13.454545454545455
945,university of bristol,history,3,0,63.3,36.7,0,18.8,14.005319148936167
946,university of bristol,sociology,3,63.3,36.7,0,0,17.0,21.370588235294118
947,university of bristol,economics and econometrics,3,100,0,0,0,18.6,21.50537634408602
948,university of bristol,"allied health professions, dentistry, nursing and pharmacy",3,80,20,0,0,16.18,23.485784919653895
949,university of bristol,education,2,50,50,0,0,34.5,10.144927536231885
950,university of bristol,"sport and exercise sciences, leisure and tourism",2,100,0,0,0,7.0,57.142857142857146
951,university of bristol,theology and religious studies,2,0,50,50,0,8.6,29.069767441860467
952,university of bristol,"art and design: history, practice and theory",2,20,60,20,0,8.0,37.5
953,university of bristol,philosophy,1,20,70,10,0,14.5,21.379310344827587
954,university of bristol graduate school of education,education,2,,,,,,
955,university of cambridge,biological sciences,20,70,24,6,0,189.63,1.9195275009228498
956,university of cambridge,general engineering,19,68.4,27.4,4.2,0,177.2,2.0553047404063207
957,university of cambridge,clinical medicine,18,86,2,12,0,192.05,1.9474095287685498
958,university of cambridge,mathematical sciences,13,44.7,44.6,10.7,0,143.77,2.32315503929888
959,university of cambridge,physics,13,47.5,42.5,10,0,153.3,2.2015655577299413
960,university of cambridge,history,12,50.8,30.7,18.5,0,115.1,2.887054735013032
961,university of cambridge,modern languages and linguistics,10,35.5,53.6,10.9,0,96.53,3.36268517559308
962,university of cambridge,"psychology, psychiatry and neuroscience",9,73.3,17.8,8.9,0,75.95,4.797893350888743
963,university of cambridge,english language and literature,8,10,65,15,10,66.6,4.129129129129129
964,university of cambridge,philosophy,8,0,100,0,0,18.2,16.483516483516485
965,university of cambridge,philosophy,8,74,26,0,0,34.96,10.697940503432495
966,university of cambridge,"public health, health services and primary care",7,28.6,65.7,5.7,0,57.07,5.657963903977571
967,university of cambridge,"geography, environmental studies and archaeology",6,42,42,16,0,42.7,7.634660421545667
968,university of cambridge,"geography, environmental studies and archaeology",6,56.7,43.3,0,0,45.7,7.805251641137855
969,university of cambridge,computer science and informatics,6,86.7,13.3,0,0,54.6,7.082417582417583
970,university of cambridge,anthropology and development studies,5,48,52,0,0,35.88,9.698996655518394
971,university of cambridge,"agriculture, veterinary and food science",5,58,26,16,0,39.6,8.636363636363637
972,university of cambridge,classics,5,66,34,0,0,38.5,9.506493506493506
973,university of cambridge,chemistry,5,65.7,34.3,0,0,62.7,5.832535885167464
974,university of cambridge,education,4,80,10,10,0,34.2,10.818713450292396
975,university of cambridge,area studies,4,20,70,10,0,32.0,9.6875
976,university of cambridge,"electrical and electronic engineering, metallurgy and materials",4,80,20,0,0,33.56,11.32300357568534
977,university of cambridge,business and management studies,4,84,16,0,0,38.9,9.87146529562982
978,university of cambridge,politics and international studies,4,40,40,20,0,29.5,10.847457627118644
979,university of cambridge,economics and econometrics,4,50,50,0,0,27.0,12.962962962962964
980,university of cambridge,"architecture, built environment and planning",4,68,32,0,0,39.09,9.41417242261448
981,university of cambridge,"aeronautical, mechanical, chemical and manufacturing engineering",4,50,30,20,0,32.3,10.21671826625387
982,university of cambridge,law,3,55.6,40,4.4,0,75.8,4.633245382585752
983,university of cambridge,"music, drama, dance and performing arts",3,0,80,20,0,22.4,12.5
984,university of cambridge,sociology,3,40,60,0,0,15.87,21.424070573408947
985,university of cambridge,theology and religious studies,3,53.3,46.7,0,0,24.4,14.479508196721312
986,university of central lancashire,"allied health professions, dentistry, nursing and pharmacy",6,23.3,43.4,33.3,0,49.56,5.851493139628732
987,university of central lancashire,social work and social policy,4,10,90,0,0,27.32,11.346998535871156
988,university of central lancashire,"psychology, psychiatry and neuroscience",3,46.7,53.3,0,0,17.6,19.698863636363633
989,university of central lancashire,"sport and exercise sciences, leisure and tourism",3,0,10,90,0,21.2,9.90566037735849
990,university of central lancashire,history,2,0,50,30,20,10.18,22.593320235756387
991,university of central lancashire,"communication, cultural and media studies, library and information management",2,0,70,30,0,8.85,30.508474576271187
992,university of central lancashire,law,2,0,50,50,0,10.8,23.148148148148145
993,university of central lancashire,modern languages and linguistics,2,20,30,50,0,10.6,25.471698113207548
994,university of central lancashire,"electrical and electronic engineering, metallurgy and materials",2,0,0,90,10,8.0,23.75
995,university of central lancashire,business and management studies,2,40,30,30,0,11.45,27.074235807860262
996,university of central lancashire,"art and design: history, practice and theory",2,20,40,40,0,13.78,20.319303338171263
997,university of central lancashire,"geography, environmental studies and archaeology",2,0,0,80,20,8.0,22.5
998,university of central lancashire,"architecture, built environment and planning",2,0,0,100,0,9.9,20.2020202020202
999,university of central lancashire,general engineering,2,0,0,80,20,11.6,15.517241379310345
1000,university of central lancashire,english language and literature,2,0,80,20,0,7.2,38.888888888888886
1001,university of central lancashire,physics,1,0,50,36.7,13.3,20.91,11.319942611190818
1002,university of chester,"geography, environmental studies and archaeology",4,0,0,10,50,9.6,7.291666666666667
1003,university of chester,"geography, environmental studies and archaeology",4,0,0,0,90,4.2,21.428571428571427
1004,university of chester,"allied health professions, dentistry, nursing and pharmacy",3,13.3,40,36.7,10,23.0,11.156521739130437
1005,university of chester,history,2,0,30,70,0,6.0,38.333333333333336
1006,university of chester,area studies,2,0,60,40,0,8.2,31.707317073170735
1007,university of chester,education,2,0,0,30,70,5.0,26.0
1008,university of chester,"psychology, psychiatry and neuroscience",2,40,40,20,0,13.4,23.88059701492537
1009,university of chester,"sport and exercise sciences, leisure and tourism",2,0,40,60,0,12.4,19.35483870967742
1010,university of chester,"music, drama, dance and performing arts",2,0,60,40,0,9.1,28.571428571428573
1011,university of chester,business and management studies,2,0,0,60,40,6.0,26.666666666666668
1012,university of chester,"art and design: history, practice and theory",2,0,0,100,0,3.7,54.05405405405405
1013,university of chester,theology and religious studies,2,0,10,90,0,11.1,18.91891891891892
1014,university of chester,english language and literature,2,0,20,60,20,11.0,18.181818181818183
1015,university of chester,mathematical sciences,2,0,10,30,60,6.75,22.22222222222222
1016,university of chester,social work and social policy,1,0,0,0,40,5.0,8.0
1017,university of chichester,"sport and exercise sciences, leisure and tourism",3,53.3,36.7,10,0,19.0,18.068421052631578
1018,university of chichester,history,2,0,20,80,0,7.5,29.333333333333332
1019,university of chichester,"music, drama, dance and performing arts",2,50,10,40,0,11.7,26.495726495726498
1020,university of chichester,english language and literature,2,0,50,50,0,7.5,33.333333333333336
1021,university of chichester,"psychology, psychiatry and neuroscience",2,0,0,40,60,6.0,23.333333333333332
1022,university of cumbria,"sport and exercise sciences, leisure and tourism",2,0,0,80,20,6.0,30.0
1023,university of cumbria,"geography, environmental studies and archaeology",2,0,0,60,40,6.0,26.666666666666668
1024,university of cumbria,education,2,0,20,50,30,4.72,40.2542372881356
1025,university of cumbria,business and management studies,2,-,-,-,-,2.8,0.0
1026,university of cumbria,"art and design: history, practice and theory",2,20,70,10,0,4.28,72.42990654205607
1027,university of cumbria,"allied health professions, dentistry, nursing and pharmacy",2,-,-,-,-,3.0,0.0
1028,university of derby,"communication, cultural and media studies, library and information management",3,0,80,20,0,16.7,16.766467065868266
1029,university of derby,"psychology, psychiatry and neuroscience",2,40,40,20,0,14.4,22.22222222222222
1030,university of derby,earth systems and environmental sciences,2,0,0,30,70,7.3,17.808219178082194
1031,university of derby,law,2,0,20,80,0,6.2,35.483870967741936
1032,university of derby,business and management studies,2,10,30,60,0,11.0,22.727272727272727
1033,university of derby,biological sciences,2,0,0,60,0,12.0,10.0
1034,university of derby,education,2,0,0,80,20,6.0,30.0
1035,university of derby,computer science and informatics,2,0,0,0,100,12.0,8.333333333333334
1036,university of derby,"art and design: history, practice and theory",2,20,30,50,0,8.2,32.926829268292686
1037,university of derby,general engineering,2,0,40,60,0,13.0,18.46153846153846
1038,university of dundee,biological sciences,8,75,25,0,0,73.2,5.1229508196721305
1039,university of dundee,clinical medicine,6,100,0,0,0,49.5,8.080808080808081
1040,university of dundee,"art and design: history, practice and theory",5,60,40,0,0,44.5,8.089887640449438
1041,university of dundee,history,3,26.7,50,23.3,0,16.0,18.962500000000002
1042,university of dundee,"allied health professions, dentistry, nursing and pharmacy",3,40,60,0,0,22.4,15.178571428571429
1043,university of dundee,law,3,26.7,26.6,46.7,0,17.0,16.470588235294116
1044,university of dundee,politics and international studies,2,0,0,50,50,7.2,20.833333333333332
1045,university of dundee,english language and literature,2,0,70,30,0,10.5,25.714285714285715
1046,university of dundee,general engineering,2,53.3,33.4,13.3,0,18.75,18.133333333333333
1047,university of dundee,"architecture, built environment and planning",2,0,10,50,0,9.2,14.130434782608697
1048,university of dundee,social work and social policy,2,80,20,0,0,10.0,38.0
1049,university of dundee,civil and construction engineering,2,50,30,20,0,14.5,22.75862068965517
1050,university of dundee,philosophy,2,0,20,80,0,5.0,44.0
1051,university of dundee,"geography, environmental studies and archaeology",2,20,70,10,0,14.3,21.678321678321677
1052,university of dundee,business and management studies,2,26.7,23.3,50,0,19.4,14.262886597938145
1053,university of dundee,"psychology, psychiatry and neuroscience",2,80,20,0,0,14.9,25.503355704697984
1054,university of dundee,"public health, health services and primary care",2,53.3,46.7,0,0,16.2,21.808641975308642
1055,university of dundee,mathematical sciences,2,60,40,0,0,12.7,28.34645669291339
1056,university of dundee,computer science and informatics,1,50,50,0,0,11.7,29.914529914529915
1057,university of dundee,education,1,0,50,50,0,8.8,28.409090909090907
1058,university of durham,physics,8,40,60,0,0,74.55,4.560697518443997
1059,university of durham,education,1,100,0,0,0,24.5,16.3265306122449
1060,university of east anglia,earth systems and environmental sciences,7,77.1,22.9,0,0,63.0,5.985714285714285
1061,university of east anglia,biological sciences,5,40,60,0,0,44.0,7.7272727272727275
1062,university of east anglia,history,4,30,40,30,0,34.8,8.620689655172415
1063,university of east anglia,"allied health professions, dentistry, nursing and pharmacy",4,40,10,50,0,14.2,20.422535211267608
1064,university of east anglia,"allied health professions, dentistry, nursing and pharmacy",4,40,60,0,0,14.0,24.285714285714285
1065,university of east anglia,computer science and informatics,3,26.7,50,23.3,0,18.2,16.67032967032967
1066,university of east anglia,english language and literature,3,53.3,46.7,0,0,18.3,19.306010928961747
1067,university of east anglia,chemistry,3,40,60,0,0,19.6,17.346938775510203
1068,university of east anglia,mathematical sciences,3,0,73.3,26.7,0,22.0,12.42272727272727
1069,university of east anglia,anthropology and development studies,3,46.7,40,13.3,0,23.8,14.00840336134454
1070,university of east anglia,business and management studies,3,50,50,0,0,24.1,14.522821576763485
1071,university of east anglia,"art and design: history, practice and theory",2,80,20,0,0,14.9,25.503355704697984
1072,university of east anglia,"psychology, psychiatry and neuroscience",2,60,40,0,0,13.6,26.47058823529412
1073,university of east anglia,education,2,0,80,10,10,13.2,20.454545454545457
1074,university of east anglia,"agriculture, veterinary and food science",2,40,60,0,0,11.0,30.90909090909091
1075,university of east anglia,politics and international studies,2,0,90,10,0,12.0,24.166666666666668
1076,university of east anglia,philosophy,2,50,50,0,0,6.3,55.55555555555556
1077,university of east anglia,clinical medicine,2,40,20,0,40,14.4,18.055555555555554
1078,university of east anglia,"public health, health services and primary care",2,50,50,0,0,14.0,25.0
1079,university of east anglia,social work and social policy,2,80,20,0,0,9.6,39.583333333333336
1080,university of east anglia,law,2,40,40,20,0,12.6,25.3968253968254
1081,university of east anglia,area studies,2,50,50,0,0,14.0,25.0
1082,university of east anglia,"communication, cultural and media studies, library and information management",2,0,70,30,0,9.5,28.42105263157895
1083,university of east anglia,economics and econometrics,2,20,60,20,0,14.0,21.428571428571427
1084,university of east london,sociology,3,53.3,23.4,23.3,0,19.4,17.010309278350515
1085,university of east london,law,2,0,90,10,0,12.7,22.83464566929134
1086,university of east london,business and management studies,2,10,50,40,0,3.25,83.07692307692308
1087,university of east london,"communication, cultural and media studies, library and information management",2,20,80,0,0,14.8,21.62162162162162
1088,university of east london,education,2,10,50,40,0,8.4,32.14285714285714
1089,university of east london,"psychology, psychiatry and neuroscience",2,100,0,0,0,14.6,27.397260273972602
1090,university of east london,"music, drama, dance and performing arts",2,50,30,20,0,7.2,45.833333333333336
1091,university of east london,computer science and informatics,2,0,0,10,90,4.0,27.5
1092,university of east london,"art and design: history, practice and theory",2,0,40,60,0,8.4,28.57142857142857
1093,university of east london,"architecture, built environment and planning",2,0,50,10,40,5.2,40.38461538461538
1094,university of east london,"allied health professions, dentistry, nursing and pharmacy",2,20,80,0,0,14.8,21.62162162162162
1095,university of east london,general engineering,2,0,0,40,40,7.8,15.384615384615385
1096,university of east london,social work and social policy,1,20,70,10,0,8.85,35.02824858757062
1097,university of edinburgh,clinical medicine,22,74.5,23.7,1.8,0,206.93,1.8010921567679894
1098,university of edinburgh,"psychology, psychiatry and neuroscience",13,81.5,18.5,0,0,117.28,3.252899045020464
1099,university of edinburgh,biological sciences,12,80,20,0,0,109.7,3.463992707383774
1100,university of edinburgh,earth systems and environmental sciences,11,31.8,50,18.2,0,104.98,2.987235663935987
1101,university of edinburgh,computer science and informatics,10,48,32,4,8,94.85,3.205060622034792
1102,university of edinburgh,modern languages and linguistics,9,58,34,8,0,36.55,9.575923392612859
1103,university of edinburgh,modern languages and linguistics,9,40,40,20,0,34.25,9.343065693430656
1104,university of edinburgh,sociology,7,54.3,45.7,0,0,58.14,6.09391124871001
1105,university of edinburgh,history,7,40,54.3,5.7,0,61.22,5.460633779810519
